Tipo;Carimbo de Data/Hora;Tempo Total;Elemento;Chegando;Saindo
service;10/11/2025, 08:22:32.209;3.74s;203;2025-11-10 08:22:32.209;2025-11-10 08:22:35.950
service;10/11/2025, 08:22:36.336;7.10s;204;2025-11-10 08:22:36.336;2025-11-10 08:22:43.438
service;10/11/2025, 08:22:44.954;9.15s;205;2025-11-10 08:22:44.954;2025-11-10 08:22:54.103
service;10/11/2025, 08:22:55.015;12.45s;206;2025-11-10 08:22:55.015;2025-11-10 08:23:07.469
service;10/11/2025, 08:23:07.942;8.30s;207;2025-11-10 08:23:07.942;2025-11-10 08:23:16.241
service;10/11/2025, 08:23:16.927;12.38s;208;2025-11-10 08:23:16.927;2025-11-10 08:23:29.307
service;10/11/2025, 08:23:29.714;14.27s;209;2025-11-10 08:23:29.714;2025-11-10 08:23:43.983
service;10/11/2025, 08:23:44.432;10.99s;210;2025-11-10 08:23:44.432;2025-11-10 08:23:55.422
service;10/11/2025, 08:23:56.500;9.10s;211;2025-11-10 08:23:56.500;2025-11-10 08:24:05.595
service;10/11/2025, 08:24:06.095;16.87s;212;2025-11-10 08:24:06.095;2025-11-10 08:24:22.965
service;10/11/2025, 08:24:23.358;7.43s;213;2025-11-10 08:24:23.358;2025-11-10 08:24:30.793
service;10/11/2025, 08:24:31.130;13.16s;214;2025-11-10 08:24:31.130;2025-11-10 08:24:44.286
service;10/11/2025, 08:24:44.802;12.37s;215;2025-11-10 08:24:44.802;2025-11-10 08:24:57.175
service;10/11/2025, 08:24:58.436;12.74s;216;2025-11-10 08:24:58.436;2025-11-10 08:25:11.174
service;10/11/2025, 08:25:11.537;22.43s;217;2025-11-10 08:25:11.537;2025-11-10 08:25:33.962
service;10/11/2025, 08:25:34.432;12.02s;218;2025-11-10 08:25:34.432;2025-11-10 08:25:46.447
service;10/11/2025, 08:25:46.924;13.54s;219;2025-11-10 08:25:46.924;2025-11-10 08:26:00.461
service;10/11/2025, 08:26:01.014;10.04s;220;2025-11-10 08:26:01.014;2025-11-10 08:26:11.059
service;10/11/2025, 08:26:11.493;7.48s;221;2025-11-10 08:26:11.493;2025-11-10 08:26:18.974
service;10/11/2025, 08:26:19.570;11.29s;222;2025-11-10 08:26:19.570;2025-11-10 08:26:30.855
service;10/11/2025, 08:26:31.675;16.74s;223;2025-11-10 08:26:31.675;2025-11-10 08:26:48.417
service;10/11/2025, 08:26:49.042;18.59s;224;2025-11-10 08:26:49.042;2025-11-10 08:27:07.629
service;10/11/2025, 08:27:08.066;24.90s;225;2025-11-10 08:27:08.066;2025-11-10 08:27:32.970
service;10/11/2025, 08:27:33.477;15.99s;226;2025-11-10 08:27:33.477;2025-11-10 08:27:49.466
service;10/11/2025, 08:27:49.856;20.20s;227;2025-11-10 08:27:49.856;2025-11-10 08:28:10.061
service;10/11/2025, 08:28:10.922;10.82s;228;2025-11-10 08:28:10.922;2025-11-10 08:28:21.739
service;10/11/2025, 08:28:22.096;7.24s;229;2025-11-10 08:28:22.096;2025-11-10 08:28:29.332
service;10/11/2025, 08:28:29.897;8.52s;230;2025-11-10 08:28:29.897;2025-11-10 08:28:38.421
service;10/11/2025, 08:28:38.935;14.04s;231;2025-11-10 08:28:38.935;2025-11-10 08:28:52.972
service;10/11/2025, 08:28:53.397;13.95s;232;2025-11-10 08:28:53.397;2025-11-10 08:29:07.343
service;10/11/2025, 08:29:16.480;18.11s;233;2025-11-10 08:29:16.480;2025-11-10 08:29:34.587
service;10/11/2025, 08:29:35.361;23.14s;234;2025-11-10 08:29:35.361;2025-11-10 08:29:58.501
service;10/11/2025, 08:29:59.865;10.33s;235;2025-11-10 08:29:59.865;2025-11-10 08:30:10.194
service;10/11/2025, 08:30:11.279;24.88s;236;2025-11-10 08:30:11.279;2025-11-10 08:30:36.163
service;10/11/2025, 08:30:36.712;14.87s;237;2025-11-10 08:30:36.712;2025-11-10 08:30:51.584
service;10/11/2025, 08:30:52.342;12.94s;238;2025-11-10 08:30:52.342;2025-11-10 08:31:05.283
service;10/11/2025, 08:31:07.706;7.48s;239;2025-11-10 08:31:07.706;2025-11-10 08:31:15.185
service;10/11/2025, 08:31:15.501;9.61s;240;2025-11-10 08:31:15.501;2025-11-10 08:31:25.110
service;10/11/2025, 08:31:30.804;8.21s;241;2025-11-10 08:31:30.804;2025-11-10 08:31:39.014
service;10/11/2025, 08:31:40.560;8.99s;242;2025-11-10 08:31:40.560;2025-11-10 08:31:49.546
service;10/11/2025, 08:31:50.155;11.40s;243;2025-11-10 08:31:50.155;2025-11-10 08:32:01.557
service;10/11/2025, 08:32:02.572;8.01s;244;2025-11-10 08:32:02.572;2025-11-10 08:32:10.581
service;10/11/2025, 08:32:11.443;4.54s;245;2025-11-10 08:32:11.443;2025-11-10 08:32:15.980
service;10/11/2025, 08:32:16.274;6.87s;246;2025-11-10 08:32:16.274;2025-11-10 08:32:23.146
service;10/11/2025, 08:32:23.981;5.96s;247;2025-11-10 08:32:23.981;2025-11-10 08:32:29.936
service;10/11/2025, 08:32:31.432;8.84s;248;2025-11-10 08:32:31.432;2025-11-10 08:32:40.270
service;10/11/2025, 08:32:42.242;10.87s;249;2025-11-10 08:32:42.242;2025-11-10 08:32:53.107
service;10/11/2025, 08:32:53.767;6.54s;250;2025-11-10 08:32:53.767;2025-11-10 08:33:00.305
